Name,Price,Model Year,Mileage,Engine Type,Transmission,Registered City,Color,Assembly,Body Type,Capacity
Suzuki Baleno JXR 2003,900000.0,2003,138000,Petrol,Manual,Lahore,Silver,Local,Sedan,1300 cc
Toyota Corolla Altis SR 1.8 2011,2500000.0,2011,98000,Petrol,Manual,Islamabad,Black,Local,Sedan,1800 cc
Honda City 1.3 i-VTEC 2013,2540000.0,2013,43000,Petrol,Manual,Islamabad,Burgundy,Local,Sedan,1300 cc
Daihatsu Boon 1.0 CL Limited 2016,2750000.0,2016,37000,Petrol,Automatic,Punjab,Silver,Imported,Hatchback,1000 cc
Honda Civic Oriel 1.8 i-VTEC CVT 2021,5200000.0,2021,36000,Petrol,Automatic,Karachi,White,Local,Sedan,1800 cc
Suzuki Margalla GLX 1997,540000.0,1997,92000,Petrol,Manual,Karachi,Black,Local,Sedan,1300 cc
Suzuki Cultus VXR 2017,1850000.0,2017,76000,Petrol,Manual,Lahore,Blue,Local,Hatchback,1000 cc
Suzuki Swift DLX 1.3 2010,1425000.0,2010,61000,Petrol,Manual,Lahore,Maroon,Local,Hatchback,1300 cc
Suzuki Cultus VXRi 2012,1320000.0,2012,62531,Petrol,Manual,Lahore,Silver,Local,Hatchback,1000 cc
Honda Vezel Hybrid Z Honda Sensing  2018,6100000.0,2018,110000,Petrol,Automatic,Un-Registered,White,Imported,Crossover,1500 cc
Honda Freed + Hybrid EX 2015,3700000.0,2015,35000,Petrol,Automatic,Lahore,Turquoise,Imported,MPV,1500 cc
Toyota Prado TX 2.7 2008,8100000.0,2008,100000,Petrol,Automatic,Lahore,Black,Imported,SUV,2700 cc
Toyota Land Cruiser AX G Selection 2008,16500000.0,2008,156000,Petrol,Automatic,Lahore,Black,Imported,SUV,4600 cc
Honda Vezel Hybrid Z 2015,4375000.0,2015,82000,Hybrid,Automatic,Lahore,Black,Imported,Crossover,1500 cc
Honda Accord VTi 2.4 2005,1700000.0,2005,150000,Petrol,Automatic,Sindh,Black,Imported,Sedan,2400 cc
Honda Civic Oriel 1.8 i-VTEC CVT 2018,4200000.0,2018,70000,Petrol,Automatic,Lahore,White,Local,Sedan,1800 cc
Haval H6 2.0T AWD 2022,9200000.0,2022,20,Petrol,Automatic,Un-Registered,White,Local,Compact SUV,2000 cc
Daihatsu Hijet Cruise 2012,1385000.0,2012,100000,Petrol,Automatic,Gujranwala,Silver,Imported,Mini Van,660 cc
Changan Karvaan Plus 2021,2000000.0,2021,30000,Petrol,Manual,Punjab,White,Local,Mini Van,1000 cc
FAW V2 VCT-i 2018,1400000.0,2018,45000,Petrol,Manual,Lahore,White,Local,Hatchback,1300 cc
Mercedes Benz E Class E250 Avantgarde 2011,9700000.0,2011,100000,Petrol,Automatic,Islamabad,Burgundy,Local,Sedan,1800 cc
Honda Civic 1.5 RS Turbo 2020,5650000.0,2020,16000,Petrol,Automatic,Islamabad,White,Local,Sedan,1500 cc
Suzuki Cultus EURO II 2016,1400000.0,2016,60000,Petrol,Manual,Karachi,Gold,Local,Hatchback,1000 cc
Honda City 1.5L ASPIRE M/T 2022,3950000.0,2022,1,Petrol,Manual,Un-Registered,White,Local,Compact sedan,1500 cc
Honda City 1.5 i-VTEC 2018,2650000.0,2018,120000,Petrol,Manual,Lahore,Silver,Local,Sedan,1500 cc
Honda Vezel Hybrid RS Honda Sensing  2018,6200000.0,2018,140000,Petrol,Automatic,Islamabad,Silver,Imported,Crossover,1500 cc
Toyota Corolla GLi 1.3 VVTi 2016,2450000.0,2016,170000,Petrol,Manual,Sindh,Silver,Local,Sedan,1300 cc
Toyota Vitz F 1.0 2019,3600000.0,2019,95000,Petrol,Automatic,Islamabad,Grey,Imported,Hatchback,1000 cc
Honda Civic Oriel 1.8 i-VTEC CVT 2021,5500000.0,2021,19500,Petrol,Automatic,Islamabad,White,Local,Sedan,1800 cc
Suzuki Cultus VXR 2005,550000.0,2005,50000,Petrol,Manual,Karachi,White,Local,Hatchback,1000 cc
Suzuki Swift DLX 1.3 2016,1875000.0,2016,82000,Petrol,Manual,Punjab,Silver,Local,Hatchback,1300 cc
Suzuki Cultus VXR (CNG) 2006,580000.0,2006,100000,Petrol,Manual,Karachi,White,Local,Hatchback,1000 cc
Toyota Vitz F 1.0 2009,1900000.0,2009,10,Petrol,Automatic,Islamabad,Grey,Imported,Hatchback,1000 cc
Mitsubishi Pajero Exceed 3.5 1994,2000000.0,1994,200000,Petrol,Automatic,Lahore,Silver,Imported,SUV,3500 cc
Suzuki Mehran VXR Euro II 2018,1350000.0,2018,30000,Petrol,Manual,Lahore,White,Local,Hatchback,796 cc
Honda City EXi 2003,880000.0000000001,2003,112233,Petrol,Manual,Faisalabad,Gold,Local,Sedan,1300 cc
Honda City 1.3 i-VTEC Prosmatec 2009,1900000.0,2009,170000,Petrol,Automatic,Islamabad,Silver,Local,Sedan,1300 cc
Toyota Corolla XLi 2004,1300000.0,2004,200000,Petrol,Manual,Karachi,White,Local,Sedan,1300 cc
Suzuki Cultus VXL 2018,2200000.0,2018,116500,Petrol,Manual,Lahore,White,Local,Hatchback,1000 cc
Toyota Aqua 2017,4290000.0,2017,28000,Petrol,Automatic,Islamabad,Silver,Imported,,1500 cc
Honda Civic Oriel 1.8 i-VTEC CVT 2018,Call for price,2018,65000,Petrol,Automatic,Islamabad,Black,Local,Sedan,1800 cc
Audi e-tron 50 Quattro 230 kW 2022,Call for price,2022,20,,Automatic,Un-Registered,Assembly,Imported,SUV,
Changan Karvaan Plus 2021,2100000.0,2021,20000,Petrol,Manual,Karachi,White,Local,Mini Van,1000 cc
Honda Civic Oriel 1.8 i-VTEC CVT 2021,5500000.0,2021,11500,Petrol,Automatic,Islamabad,Black,Local,Sedan,1800 cc
Hyundai Tucson AWD A/T Ultimate 2021,Call for price,2021,20000,Petrol,Automatic,Un-Registered,White,Local,SUV,2000 cc
Toyota Fortuner 2.8 Sigma 4 2019,11000000.0,2019,61000,Diesel,Automatic,Islamabad,Black,Local,SUV,2800 cc
Toyota Rush G A/T 2007,Call for price,2007,78000,Petrol,Automatic,Sindh,Silver,Imported,SUV,1500 cc
Toyota Corolla SE Limited 1993,1250000.0,1993,150000,Petrol,Manual,Adda jahan khan,White,Imported,Sedan,1500 cc
Honda Civic RS 2022,7950000.0,2022,11000,Petrol,Automatic,Islamabad,Black,Local,Sedan,1500 cc
Nissan Clipper NV100 2016,2480000.0,2016,95000,Petrol,Automatic,Sindh,Silver,Imported,Micro Van,660 cc
Honda City i-DSI Vario 2006,1500000.0,2006,200000,Petrol,Automatic,Faisalabad,Silver,Local,Sedan,1300 cc
Mercedes Benz E Class E250 2009,8500000.0,2009,90000,Petrol,Automatic,Lahore,White,Imported,Sedan,1800 cc
Suzuki Bolan VX Euro II 2017,1000000.0,2017,85000,Petrol,Manual,Karachi,White,Local,Van,800 cc
Toyota Vitz F M Package 1.0 2018,3650000.0,2018,73000,Petrol,Automatic,Punjab,Black,Imported,Hatchback,1000 cc
Suzuki Alto VXR 2021,2000000.0,2021,47000,Petrol,Manual,Sindh,White,Local,Hatchback,660 cc
Honda Civic Oriel 1.8 i-VTEC CVT 2018,4350000.0,2018,70500,Petrol,Automatic,Lahore,Grey,Local,Sedan,1800 cc
Honda City 1.5 i-VTEC Prosmatec 2020,3450000.0,2020,65000,Petrol,Automatic,Lahore,White,Local,Sedan,1500 cc
Toyota Corolla GLi 1.3 VVTi Special Edition 2018,3050000.0,2018,135000,Petrol,Manual,Sindh,White,Local,Sedan,1300 cc
Suzuki Mehran VXR (CNG) 2010,655000.0,2010,79000,Petrol,Manual,Punjab,Grey,Local,Hatchback,800 cc
Honda N Wgn G 2020,3000000.0,2020,29000,Petrol,Automatic,Un-Registered,Red,Imported,Hatchback,660 cc
Suzuki Khyber GA 1990,190000.0,1990,70000,Petrol,Manual,Karachi,Blue,Local,Hatchback,1000 cc
Honda Vezel Hybrid Z Honda Sensing  2018,6650000.0,2018,65000,Hybrid,Automatic,Un-Registered,White,Imported,Crossover,1500 cc
Toyota Vitz F M Package 1.0 2018,3275000.0,2018,41000,Petrol,Automatic,Karachi,White,Imported,Hatchback,1000 cc
Toyota Hiace 2009,2100000.0,2009,123,Diesel,Automatic,Karachi,White,Imported,,3000 cc
Suzuki Every 2007,1200000.0,2007,19,Petrol,Automatic,Lahore,White,Imported,,660 cc
Honda Civic Oriel 1.8 i-VTEC CVT 2018,3995000.0000000005,2018,100000,Petrol,Automatic,Islamabad,Silver,Local,Sedan,1800 cc
Suzuki Swift DLX Automatic 1.3 2020,2450000.0,2020,93000,Petrol,Automatic,Islamabad,White,Local,Hatchback,1300 cc
Honda City i-DSI Vario 2005,1470000.0,2005,167000,Petrol,Automatic,Islamabad,Black,Local,Sedan,1300 cc
Suzuki Carry Standard 2018,1350000.0,2018,19500,Petrol,Manual,Rawalpindi,White,Local,Micro Van,800 cc
Toyota Hilux D-4D Automatic 2010,4980000.0,2010,126000,Diesel,Automatic,Lahore,Gold,Imported,Double Cabin,3000 cc
Honda HR-V VTi-S 2022,6700000.0,2022,20,Petrol,Automatic,Un-Registered,Black,Local,Crossover,1500 cc
Haval Jolion Top 2022,7350000.0,2022,103,Petrol,Automatic,Un-Registered,Black,Local,Crossover,1500 cc
Daihatsu Mira Custom X 2007,1625000.0,2007,90000,Petrol,Automatic,Karachi,Assembly,Imported,Hatchback,660 cc
Toyota Corolla Altis Grande CVT-i 1.8 2018,4000000.0,2018,133000,Petrol,Automatic,Islamabad,White,Local,Sedan,1800 cc
Toyota Prado TZ 3.4 2003,6500000.0,2003,125000,Petrol,Automatic,Islamabad,White,Imported,SUV,3400 cc
Toyota Vitz F 1.0 1999,1225000.0,1999,145000,Petrol,Automatic,Islamabad,Red,Imported,Hatchback,1000 cc
Toyota Land Cruiser ZX 60th Black Leather Selection 2012,24500000.0,2012,80000,Petrol,Automatic,Islamabad,White,Imported,SUV,4600 cc
Honda BR-V i-VTEC MT 2018,3575000.0,2018,89500,Petrol,Manual,Islamabad,Silver,Local,MPV,1500 cc
Audi A3 1.2 TFSI Design Line  2018,7450000.0,2018,30000,Petrol,Automatic,Islamabad,White,Local,Sedan,1200 cc
Suzuki Every PC 2017,2089999.9999999998,2017,166000,Petrol,Automatic,Punjab,Silver,Imported,Micro Van,660 cc
Daihatsu Boon 1.0 CL 2018,3750000.0,2018,36000,Petrol,Automatic,Un-Registered,Blue,Imported,Hatchback,1000 cc
Suzuki Jimny LANDVENTURE 1998,1950000.0,1998,60000,Petrol,Manual,Punjab,Silver,Imported,SUV,660 cc
Toyota Camry G 2007,2590000.0,2007,106000,Petrol,Automatic,Lahore,Black,Imported,Sedan,2400 cc
Honda BR-V i-VTEC S 2019,3700000.0,2019,85000,Petrol,Automatic,Islamabad,Grey,Local,MPV,1500 cc
Toyota Vitz Hybrid F 1.5 2019,4500000.0,2019,49000,Hybrid,Automatic,Un-Registered,White,Imported,Hatchback,1500 cc
Audi A3 1.2 TFSI Design Line  2018,5450000.0,2018,42000,Petrol,Automatic,Karachi,Blue,Local,Sedan,1200 cc
Honda City 1.2L M/T 2021,3250000.0,2021,37000,Petrol,Manual,Lahore,White,Local,Compact sedan,1200 cc
Toyota Corolla GLi 1.3 VVTi 2014,2650000.0,2014,115000,Petrol,Manual,Lahore,Beige,Local,Sedan,1300 cc
Changan Karvaan 2019,1565000.0,2019,114000,Petrol,Manual,Islamabad,Black,Local,,1000 cc
Suzuki Alto S Package 2016,1750000.0,2016,120000,Petrol,Automatic,Lahore,White,Imported,Hatchback,660 cc
Honda Civic VTi Prosmatec 1.8 i-VTEC 2013,2400000.0,2013,113000,Petrol,Automatic,Lahore,White,Local,Sedan,1800 cc
Toyota Corolla GLi Automatic 1.3 VVTi 2017,3250000.0,2017,62000,Petrol,Automatic,Lahore,Grey,Local,Sedan,1300 cc
Suzuki Mehran VXR 2004,425000.0,2004,51214,Petrol,Manual,Multan,White,Local,Hatchback,800 cc
Suzuki Cultus EURO II 2011,1075000.0,2011,64000,Petrol,Manual,Lahore,White,Local,Hatchback,1000 cc
Hyundai Sonata 2005,2260000.0,2005,96975,Petrol,Manual,Multan,White,Imported,,2400 cc
Honda City 1.2L CVT 2022,3700000.0,2022,25000,Petrol,Automatic,Mardan,White,Local,Compact sedan,1200 cc
Honda Civic Oriel 1.8 i-VTEC CVT 2019,4700000.0,2019,40700,Petrol,Automatic,Lahore,White,Local,Sedan,1800 cc
Ford Other 2020,2200000.0,2020,35000,Petrol,Manual,Layyah,White,Local,,1000 cc
Suzuki Bolan VX Euro II 2015,850000.0,2015,95000,Petrol,Manual,Multan,Green,Local,Van,800 cc
Suzuki Cultus VXR 2006,550000.0,2006,125000,Petrol,Manual,Faisalabad,White,Local,Hatchback,1000 cc
DFSK Glory 580 Pro 2021,5050000.0,2021,12000,Petrol,Automatic,Punjab,Grey,Local,Crossover,1500 cc
Toyota Corolla XLi VVTi 2017,2680000.0,2017,85000,Petrol,Manual,Lahore,Black,Local,Sedan,1300 cc
Toyota Vitz F 1.0 2018,3475000.0,2018,66000,Petrol,Automatic,Karachi,Grey,Imported,Hatchback,1000 cc
Suzuki Khyber Limited Edition 1993,370000.0,1993,150000,Petrol,Manual,Lahore,Silver,Imported,Hatchback,1000 cc
KIA Sportage FWD 2019,6100000.0,2019,22000,Petrol,Automatic,Islamabad,White,Local,SUV,2000 cc
Suzuki Cultus VXR 2006,650000.0,2006,120000,Petrol,Manual,Lahore,White,Local,Hatchback,1000 cc
Suzuki Cultus VXR 2006,900000.0,2006,57000,Petrol,Manual,Lahore,White,Local,Hatchback,1000 cc
Honda Civic VTi Oriel 1.8 i-VTEC 2012,2175000.0,2012,128000,Petrol,Manual,Lahore,White,Local,Sedan,1800 cc
Suzuki Alto 2010,1380000.0,2010,79350,Petrol,Automatic,Sindh,White,Imported,,660 cc
Nissan Note 1.2E 2021,7000000.0,2021,3666,Petrol,Automatic,Lahore,White,Imported,Hatchback,1200 cc
Mazda Cx3 2016,5500000.0,2016,82000,Diesel,Automatic,Un-Registered,White,Imported,,1500 cc
Chery Tiggo 8 Pro 1.6 DEX Plus 2022,8050000.0,2022,7600,Petrol,Automatic,Un-Registered,Grey,Local,Crossover,1600 cc
Toyota Fortuner 2.8 Sigma 4 2018,10500000.0,2018,42000,Diesel,Automatic,Karachi,Black,Local,SUV,2800 cc
Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2021,5450000.0,2021,22000,Petrol,Automatic,Punjab,White,Local,Sedan,1800 cc
KIA Stonic EX+ 2022,4400000.0,2022,15000,Petrol,Automatic,Un-Registered,Black,Local,Crossover,1400 cc
Toyota Raize 2021,5500000.0,2021,8798,Petrol,Automatic,Un-Registered,White,Imported,,1000 cc
Honda City 1.3 i-VTEC 2014,2000000.0,2014,115000,Petrol,Manual,Islamabad,Black,Local,Sedan,1300 cc
Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2020,4499000.0,2020,58090,Petrol,Automatic,Islamabad,Black,Local,Sedan,1800 cc
Honda Civic VTi Oriel 1.6 2004,1525000.0,2004,170000,Petrol,Manual,Lahore,Blue,Local,Sedan,1600 cc
Honda Grace Hybrid EX 2015,4150000.0,2015,92000,Petrol,Automatic,Sindh,Assembly,Imported,Sedan,1500 cc
Suzuki Wagon R VXL 2018,1900000.0,2018,80000,Petrol,Manual,Islamabad,Grey,Local,Hatchback,1000 cc
Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2021,5380000.0,2021,45000,Petrol,Automatic,Lahore,Black,Local,Sedan,1800 cc
Honda Civic EXi 2006,1350000.0,2006,147000,Petrol,Manual,Sialkot,Black,Local,Sedan,1500 cc
Toyota Prado TZ 4.0 2010,12500000.0,2010,140000,Petrol,Automatic,Karachi,Silver,Imported,SUV,4000 cc
Honda City 1.3 i-VTEC 2017,2650000.0,2017,72000,Petrol,Manual,Islamabad,White,Local,Sedan,1300 cc
Toyota Surf SSR-G 2.7 1996,3050000.0,1996,150000,Petrol,Automatic,Lahore,Grey,Imported,SUV,2700 cc
Honda Civic VTi Oriel Automatic 1.6 2000,1150000.0,2000,130000,Petrol,Automatic,Sindh,Silver,Local,Sedan,1600 cc
Toyota Corolla Altis Cruisetronic 1.6 2013,2500000.0,2013,160000,Petrol,Automatic,Islamabad,Silver,Local,Sedan,1600 cc
Honda HR-V VTi-S 2022,6500000.0,2022,750,Petrol,Automatic,Un-Registered,Black,Local,Crossover,1500 cc
Toyota Prius 2010,2500000.0,2010,180000,Hybrid,Automatic,Lahore,Silver,Imported,,1500 cc
Toyota Vitz F 1.0 2017,3100000.0,2017,72000,Petrol,Automatic,Karachi,White,Local,Hatchback,1000 cc
Daihatsu Cuore CX Automatic 1995,750000.0,1995,80000,Petrol,Automatic,Quetta,White,Imported,Hatchback,660 cc
Suzuki Cultus VXRi (CNG) 2007,880000.0000000001,2007,72500,Petrol,Manual,Lahore,White,Local,Hatchback,1000 cc
Others Other 2015,3200000.0,2015,12000,Diesel,Manual,Islamabad,White,Imported,,3300 cc
Suzuki Cultus VXLi (CNG) 2009,919999.9999999999,2009,100000,Petrol,Manual,Sindh,Turquoise,Local,Hatchback,1000 cc
Honda Freed + Hybrid B 2015,4000000.0,2015,75000,Hybrid,Automatic,Islamabad,White,Imported,MPV,1500 cc
Mitsubishi Pajero Exceed 2.5D 1990,1250000.0,1990,240000,Diesel,Manual,Islamabad,Blue,Imported,SUV,2500 cc
Nissan Juke 15RX Urban Selection 2018,2685000.0,2018,71500,Petrol,Automatic,Karachi,Black,Imported,SUV,1500 cc
Toyota Land Cruiser ZX 2017,42500000.0,2017,66000,Petrol,Automatic,Un-Registered,White,Imported,SUV,4600 cc
BMW X5 Series 3.0i 2003,4500000.0,2003,105000,Petrol,Automatic,Islamabad,Silver,Imported,SUV,2800 cc
Suzuki Swift GLX CVT 2022,3850000.0,2022,20,Petrol,Automatic,Un-Registered,White,Local,Hatchback,1200 cc
Honda Accord CF3 2001,1650000.0,2001,110000,Petrol,Automatic,Lahore,White,Imported,Sedan,1900 cc
Suzuki Wagon R VXL 2017,1775000.0,2017,103000,Petrol,Manual,Rawalpindi,Grey,Local,Hatchback,1000 cc
Changan Oshan X7 FutureSense 2022,7490000.000000001,2022,5300,Petrol,Automatic,Islamabad,Blue,Local,Compact SUV,1500 cc
Honda City Aspire 1.5 i-VTEC 2013,2045000.0,2013,121000,Petrol,Manual,Lahore,Black,Local,Sedan,1500 cc
Honda Civic Oriel 1.8 i-VTEC CVT 2018,4500000.0,2018,42958,Petrol,Automatic,Lahore,Assembly,Local,Sedan,1800 cc
Suzuki Alto VXR AGS 2022,2280000.0,2022,50,Petrol,Automatic,Un-Registered,White,Local,Hatchback,660 cc
Toyota Corolla GLi 1.3 VVTi 2018,3450000.0,2018,82960,Petrol,Manual,Islamabad,White,Local,Sedan,1300 cc
Suzuki Wagon R AGS 2016,2200000.0,2016,100000,Petrol,Automatic,Islamabad,White,Imported,Hatchback,1000 cc
Toyota Corolla Altis X Automatic 1.6 Special Edition 2022,5400000.0,2022,9000,Petrol,Automatic,Islamabad,White,Local,Sedan,1600 cc
Mitsubishi Pajero GLX 2.8D 2005,3500000.0,2005,130000,Diesel,Manual,Lahore,White,Imported,SUV,2800 cc
Toyota Corolla GLi Automatic Limited Edition 1.6 VVTi 2012,2250000.0,2012,150000,Petrol,Automatic,Islamabad,Beige,Local,Sedan,1600 cc
Honda Civic Oriel 1.8 i-VTEC CVT 2019,4500000.0,2019,46000,Petrol,Automatic,Karachi,White,Local,Sedan,1800 cc
Suzuki Cultus VXR 2000,425000.0,2000,123659,Petrol,Manual,Karachi,Blue,Local,Hatchback,1000 cc
Toyota Prius S 1.8 2013,4250000.0,2013,120000,Petrol,Automatic,Islamabad,Silver,Imported,Sedan,1800 cc
Honda Vezel Hybrid X Style Edition 2013,3850000.0,2013,135324,Petrol,Automatic,Islamabad,White,Imported,Crossover,1500 cc
Hyundai Tucson AWD A/T Ultimate 2022,7300000.0,2022,50,Petrol,Automatic,Un-Registered,White,Local,SUV,2000 cc
Honda Civic Oriel 1.8 i-VTEC CVT 2020,4875000.0,2020,51400,Petrol,Automatic,Islamabad,White,Local,Sedan,1800 cc
Suzuki Alto VXR 2007,650000.0,2007,95632,Petrol,Manual,Karachi,Silver,Local,Hatchback,1000 cc
Honda Civic EXi Prosmatec 2004,1300000.0,2004,150000,Petrol,Automatic,Lahore,Silver,Imported,Sedan,1500 cc
Suzuki Alto VXR 2022,2195000.0,2022,6500,Petrol,Manual,Lahore,Silver,Local,Hatchback,660 cc
Daihatsu Cuore CX Eco 2008,790000.0,2008,74000,Petrol,Manual,Karachi,Grey,Local,Hatchback,800 cc
Toyota Corolla XLi VVTi 2012,1850000.0,2012,165000,Petrol,Manual,Lahore,White,Local,Sedan,1300 cc
Suzuki Every PC 2013,1600000.0,2013,165000,Petrol,Automatic,Lahore,White,Imported,Micro Van,660 cc
Suzuki Alto VXR (CNG) 2004,625000.0,2004,132000,Petrol,Manual,Sindh,Silver,Local,Hatchback,1000 cc
Prince K07 2019,1430000.0,2019,150000,Petrol,Manual,Lahore,White,Imported,,1000 cc
Suzuki Wagon R VXL 2017,1050000.0,2017,25000,Petrol,Manual,Lahore,Silver,Local,Hatchback,1000 cc
Honda City Aspire 1.5 i-VTEC 2017,2350000.0,2017,70000,Petrol,Manual,Sindh,White,Local,Sedan,1500 cc
JW Forland C-19 2019,1950000.0,2019,7000,Diesel,Manual,Rawalpindi,Red,Local,,1800 cc
DFSK Glory 580 1.5 CVT 2020,4200000.0,2020,31500,Petrol,Automatic,Islamabad,Black,Imported,SUV,1500 cc
Toyota Passo X L Package S  2019,3900000.0,2019,12352,Petrol,Automatic,Un-Registered,Green,Imported,Hatchback,1000 cc
Suzuki Cultus Auto Gear Shift 2022,3300000.0,2022,5,Petrol,Automatic,Un-Registered,Black,Local,Hatchback,1000 cc
Honda Civic Oriel 1.8 i-VTEC CVT 2017,3900000.0,2017,90000,Petrol,Automatic,Islamabad,Silver,Local,Sedan,1800 cc
Toyota Hilux SR5(4x4) 2010,5200000.0,2010,98000,Petrol,Automatic,Karachi,White,Imported,Double Cabin,4000 cc
Suzuki Wagon R VXL 2014,1620000.0,2014,76379,Petrol,Manual,Punjab,Grey,Local,Hatchback,1000 cc
Suzuki Margalla GL 1990,360000.0,1990,100000,Petrol,Manual,Lahore,Red,Local,Sedan,1000 cc
Toyota Corolla GLi 1.3 VVTi Special Edition 2018,3500000.0,2018,76000,Petrol,Manual,Multan,White,Local,Sedan,1300 cc
Toyota Corolla Altis Automatic 1.6 2018,3950000.0,2018,37000,Petrol,Automatic,Islamabad,White,Local,Sedan,1600 cc
Toyota Vitz 2018,3400000.0,2018,54000,Petrol,Automatic,Sindh,Maroon,Imported,,1000 cc
Toyota Passo X S  2018,3290000.0,2018,62000,Petrol,Automatic,Punjab,White,Imported,Hatchback,1000 cc
Honda Civic EXi Prosmatec 2006,1345000.0,2006,143000,Petrol,Automatic,Lahore,White,Local,Sedan,1500 cc
Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2022,6400000.0,2022,1,Petrol,Automatic,Un-Registered,White,Local,Sedan,1800 cc
Toyota Corolla Altis Automatic 1.6 2016,3400000.0,2016,77000,Petrol,Automatic,Lahore,White,Local,Sedan,1600 cc
Suzuki Cultus VXR 2018,2025000.0,2018,61500,Petrol,Manual,Sindh,Grey,Local,Hatchback,1000 cc
KIA Sportage AWD 2019,5750000.0,2019,33000,Petrol,Automatic,Lahore,Blue,Local,SUV,2000 cc
Suzuki Liana RXi 2006,919999.9999999999,2006,60000,Petrol,Manual,Lahore,Silver,Local,Sedan,1300 cc
Suzuki Liana RXi 2006,1000000.0,2006,200000,Petrol,Manual,Abbottabad,Silver,Local,Sedan,1300 cc
Honda City 1.2L M/T 2022,3875000.0,2022,505,Petrol,Manual,Punjab,Silver,Local,Compact sedan,1200 cc
Honda Civic Oriel 1.8 i-VTEC CVT 2018,3945000.0000000005,2018,49000,Petrol,Automatic,Karachi,Grey,Local,Sedan,1800 cc
Toyota Corolla GLi 1.3 VVTi 2011,2500000.0,2011,112000,Petrol,Manual,Islamabad,Black,Local,Sedan,1300 cc
Suzuki Cultus 2006,750000.0,2006,74000,Petrol,Manual,Lahore,Silver,Imported,,1000 cc
Honda City 1.3 i-VTEC 2016,2660000.0,2016,50700,Petrol,Manual,Lahore,White,Local,Sedan,1300 cc
Toyota Aqua G 2014,3100000.0,2014,110000,Hybrid,Automatic,Islamabad,White,Imported,Hatchback,1500 cc
Toyota Corolla GLi 1.3 VVTi 2010,2250000.0,2010,85800,Petrol,Manual,Islamabad,Grey,Local,Sedan,1300 cc
Suzuki Cultus VXL 2017,2150000.0,2017,249750,Petrol,Manual,Lahore,Blue,Local,Hatchback,1000 cc
Suzuki Cultus VXRi 2008,725000.0,2008,108000,Petrol,Manual,Karachi,Silver,Local,Hatchback,1000 cc
Suzuki Alto 2015,860000.0,2015,1,Petrol,Manual,Peshawar,Grey,Local,,800 cc
Daihatsu Mira G SA III 2021,3150000.0,2021,12000,Petrol,Automatic,Punjab,Silver,Imported,Hatchback,660 cc
Changan Alsvin 1.5L DCT Lumiere 2022,3450000.0,2022,20000,Petrol,Automatic,Islamabad,Silver,Local,Sedan,1500 cc
Suzuki Mehran VX Euro II 2018,950000.0,2018,39000,Petrol,Manual,Sindh,Grey,Local,Hatchback,796 cc
Suzuki Margalla GL 1997,725000.0,1997,72996,Petrol,Manual,Lahore,White,Local,Sedan,1300 cc
Toyota Corolla 2.0D Saloon 2009,2650000.0,2009,70000,Diesel,Manual,Punjab,Blue,Local,Sedan,2000 cc
Toyota Vitz F 1.0 2019,3785000.0,2019,98000,Petrol,Automatic,Punjab,White,Imported,Hatchback,1000 cc
Honda Civic VTi Oriel Prosmatec 1.6 2004,1150000.0,2004,200000,Petrol,Automatic,Sindh,Grey,Local,Sedan,1600 cc
Toyota Corolla Axio Hybrid 1.5 2014,4500000.0,2014,67000,Petrol,Automatic,Islamabad,White,Imported,Sedan,1500 cc
Honda City 1.3 i-VTEC 2016,2270000.0,2016,83000,Petrol,Manual,Islamabad,Black,Local,Sedan,1300 cc
Honda City 1.3 i-VTEC 2012,2280000.0,2012,107000,Petrol,Manual,Islamabad,White,Local,Sedan,1300 cc
Suzuki Alto VXL AGS 2019,450000.0,2019,25000,Petrol,Automatic,Islamabad,White,Local,Hatchback,660 cc
Suzuki Cultus EURO II 2016,1300000.0,2016,76000,Petrol,Manual,Lahore,Silver,Local,Hatchback,1000 cc
Toyota Vitz F 1.0 2013,2100000.0,2013,134917,Petrol,Automatic,Sindh,Grey,Imported,Hatchback,1000 cc
Suzuki Wagon R VXL 2018,1845000.0,2018,59000,Petrol,Manual,Sindh,Grey,Local,Hatchback,1000 cc
Suzuki Mehran VXR (CNG) 2004,570000.0,2004,52805,,Manual,Islamabad,Red,Local,Hatchback,800 cc
Mercedes Benz C Class C180 AMG 2020,25000000.0,2020,19000,Petrol,Automatic,Islamabad,White,Imported,Sedan,1600 cc
Toyota Corolla GLi 1.3 VVTi 2011,2185000.0,2011,167000,Petrol,Manual,Islamabad,Blue,Local,Sedan,1300 cc
Honda City EXi S 2000,950000.0,2000,125000,Petrol,Manual,Lahore,Turquoise,Local,Sedan,1500 cc
Toyota Passo X L Package 2013,2290000.0,2013,83000,Petrol,Automatic,Lahore,Black,Imported,Hatchback,1000 cc
Suzuki Liana Eminent Automatic 2009,1250000.0,2009,116000,Petrol,Automatic,Peshawar,Silver,Local,Sedan,1600 cc
Suzuki Cultus VXR 2003,550000.0,2003,100000,Petrol,Manual,Multan,Silver,Local,Hatchback,1000 cc
Honda Civic EXi 1998,680000.0,1998,221,Petrol,Manual,Karachi,Gold,Local,Sedan,1500 cc
